Sibusiso_Mtambo, tonight pray every mental depression broken family jesus mighty name
MikeMac63506212, innocent person deserves die chemical addiction hell
_nahisham, back back meeting hari ni sis stress baru ingat nak balik awal
injiduducu, disagreement abuse refusing go along someones religious belief gender identity abuse
injiduducu, identified girl carrying abuse amp vocal campaigner legal self identificat
findyowings, wanna better understand adhd brain works
YonSolitary, meanwhile vcat abuses disabled women go seek justice abuse suffered
YonSolitary, fact continue experience abuse hands tribunal appointed ag
rose_twist, today facing eviction nowhere go severe mental health problems mentalhealthawareness mentalhealth
rose_twist, suffer suicidal depression ocd bulimia anxiety eupd told need supported housing
rose_twist, summer year admitted psychiatric ward due suicidal depression resid
ElaXora, intersex people disagree richard intersex horrific igm abuse storyare
ElaXora, intersex person abuse italythis pandemic problem across western count
ElaXora, thread started response intersex abuse igm pathological labelling inter
ElaXora, bring binarymatrons justice part current igm abuse scandals covered uk gov
ElaXora, thebinarywall doctors promoting igm pathologized name branding led huge rates depression
SteinTesla, brilliance shining diamond flawed ptsd amp cte
SteinTesla, theres something know random personas amp characters within empathy amp telepathy amp psychology amp str
SteinTesla, fusion amp fission physics psychology philosophy honesty truth facts amp morals
SteinTesla, autism amp aspergers else explained jinn amp wraiths amp devils amp angels better psychology amp religion
SteinTesla, proof censorship bird amp spider global communications need know amp political oaths psychology freud politi
SteinTesla, isnt suicide homicide respect amp dignity amp dont ever try amp parasite leech singula
SteinTesla, explain empathy amp telepathy amp psychology amp strategy peace amp prosperity amp union
SteinTesla, futility rage amp depression lows ptsd amp cte autism reactions fight full spectrum aspergers think
SteinTesla, truth stranger fiction truth honesty amp facts amp moral truth simple physics amp psychology amp phil
Jygrcvry, badly want guy comforts every time na depressed ka kaso tangina mapili ka aww di po ak
Jygrcvry, waking anxiety feeling messed everything worst
f_scottphytz, 22 suicide treatment far lonelier enterprise time two people talking back forth
f_scottphytz, read attempted suicide short intervention program assip
f_scottphytz, people attempted suicide wanted nothing mental health system could still reached
f_scottphytz, suicide interventions dont need complicated thousandpage manual follow billion pharmaceutical resea
f_scottphytz, people leave hospital suicide attempt greater risk harming within 90 days
f_scottphytz, theres inherent lack closure suicide even people write notes reveal little suicides
f_scottphytz, suicide attempts arent cries help secrets zealously guarded
Fabiano3333, hello mike really sorry much abuse late hopefully find someone else leave alone
chicpussykat, im sorry im anxiety earthquake beef row seemed one male cont
chicpussykat, dont know much anxiety amp tension orgasm dissolves get relaxed oh cont
chicpussykat, eg wouldnt think telling woman including suicide anyso much cocaine inapp
chicpussykat, ive put dingbat amp cocaine trying inspire suicide see mea
haitsuya, something fun think slightly less depressed neurotypicals think cured
haitsuya, woke morning posthypermania suicidal depressed im glad actually tried today cuz worth
Suicidal_Art, anxiety wonder much hold much longer take break
lipglosshoe, expectations cause worry stress fact havent actually lived 20s exp
ilovinari, makes feel worthless bit depressed kno truth
ChuckYoLife, girl finds attractive dateable im going depressed working gym
ChuckYoLife, see smiling im happy sign containing alot stress anger
fuffycurtis, depression real lets address issues depression much issues hivaids
UwUgirl69, oh boy think someone needs psychology classes
UwUgirl69, depressed also doesnt drink water eats shit every meal doesnt exercise havent slept si
UwUgirl69, seasonal depression year round
UwUgirl69, much anxiety stomach blow
PercyMeredith, many psychologists treat distress depression amp
PercyMeredith, currently researching adolescent anxiety level
Emily30Red, oh shit oh shit oh shit triggered ptsd thinking
Emily30Red, someone really actually truly helped near suicidal depression people like
thani_abv, interview monday saturday anxiety already roof
thani_abv, depressed last week craving family time much today
thani_abv, made deans list im still depressed thats tea
ReezahNaroth, ptsd woke panting 630 panicking thinking much study still write today 900
WEAGLEMAN, please explain gambling addiction medical condition grewal cdnpoli
WEAGLEMAN, gambling addiction medical also groping
WEAGLEMAN, suicidal hormones often mentalillness
thelocalwitch, ive struggled suicidal thoughts depression like years hes actually friend
thelocalwitch, steps take take care wellbeing sometimes means losing people
thelocalwitch, young person bipolar disorder really empowering see someone massive following still able things
thelocalwitch, id like thank creating music drastically reduces anxiety levels
thelocalwitch, havent slept got distracted thats adhd sometimes
thelocalwitch, person doesnt understand anxiety theater youd great actress backstagecrew work instead
thelocalwitch, someone bipolar disorder im love sosie bacons portrayal someone said disorder 13rw
thelocalwitch, thank accurately portraying notsopretty side bipolar disorder every mental
thelocalwitch, lost friend suicide even months ago may think apology sincere jesus fucking
courtdelaknight, send help online shopping addiction strong
courtdelaknight, bts twice
smthnbouthim, like bts
smthnbouthim, bts cheering bew boy group debut stage
smthnbouthim, bts sex
smthnbouthim, looking bts gyulfriend
smthnbouthim, brockhampton bts friends hardly competition
smthnbouthim, honestly im mega depressed
smthnbouthim, reminds didnt get tickets bts cried shit ton lmaooo
ndhzt_, felt weird trauma would stop normal found abt acearo identities
ndhzt_, severe depression severe depression happens
mkfcca, watching qt enough trauma rest us clearly close extreme right th
rachellovesdnp, proud thank opening anxiety really helping cope mine
rachellovesdnp, lot omg assholes said dan get youtube hes depressed
rachellovesdnp, anxiety
Geordie_Patriot, time moaned sectioned bipolar manic episode ps
Geordie_Patriot, agreed dont believe group therapy facebook groups self pity
Geordie_Patriot, diagnosed bipolar disorder advice good ideal world
Geordie_Patriot, bipolardisorder bipolar lived diagnosis bipolar disorder since 2001 music producer one
Geordie_Patriot, im bipolar experience since diagnosed bipolar disorder 2001 people dont give flying fuck
Geordie_Patriot, life always going question point im bipolar question existence every single day
Geordie_Patriot, hahaha youre psychotic sincere beliefs know im bipolar lol
MinteaGaming, nothing im depressed
MinteaGaming, anxiety kept going school school called child services took away
MinteaGaming, mmmm depression kicking
MinteaGaming, yah leads suicide
_rombomb, realized somethin depressed broke cuz soon direct deposit hit im cured
JasonPeringer, suicide
RamseyShamoun, want depression lift go unifinish engineering travel germany phd thermody
RamseyShamoun, interested serious relationships anxiety sensitivity fuck things early
RamseyShamoun, imagine maoi medicine working depression cured imagine going
GGooober, immmmm back bitches stronger ever currently intensive outpatient back depression th
GGooober, least stress cus serious hate everything school right teacher fucking mad
mariaaalmalik, depression
ahmed_alzahaf, yes indeed south korea government worked hard get suicide rates since 2011 instance
AlexandriaDVine, hooray shorterthanusual morepotentthanusual therapy sessions
plantkid_, idk maybe main issue anxiety makes assume people mad know
plantkid_, cw sexual abuse
plantkid_, cw animal abuse
plantkid_, cw animal abuse people say shit like dont know whats happening time
DanaWard124, like tbh depression never worse desk job especially sells getting whole week
DanaWard124, didnt anyone tell kids wont give kind magical love life depressed suicidal lol
BanounAneece, shouldnt surprised nationalists abuse national patriotic symbols comes come
cubedreamer, needs sue malicious lawsuit abuse
cubedreamer, hope hell lose allowed abuse women jail meant fun place inm
cubedreamer, name pol emotional blackmail suicide argument used tras irresponsibly must
Self42949001, suicide literally taken thoughts one taking seriously feel alone hopeless
Self42949001, depressed bestfriend liar fake sad need pills someone help
Self42949001, tell boyfriend thinking suicide
Self42949001, depressed impulse buy skin care make feel better
ieemelon, theres reason keep living lol wtf watching shit makes depressed know going
arpiem11, poor guy corsi doesnt die stress related illness feel sick
arpiem11, appalling nothing worse child abuse hypocrisy
Stop_Stigma, book much therapy session justification lol
Stop_Stigma, dont know could help anyone eating chocolate calm drug addiction cravings addictions
Stop_Stigma, truth eating bunch chocolate makes depressed within day withdrawal time lack sleep makes hallucinations
Stop_Stigma, officially crying everything day least suicidal day bipolar
Stop_Stigma, fault bought therapy workbooks sleep last night lol
Stop_Stigma, whole notebook suicide notes basement couch ex coming home mean
Stop_Stigma, im antimed would committed suicide long ago wish knew 15
Stop_Stigma, oh suicideprevention suicideawareness
Stop_Stigma, find writing everything mind huge stress would like get regular habit
Stop_Stigma, good hard get physical therapy
Stop_Stigma, take antianxieg extreme anxiety like suicidal
Stop_Stigma, every follow make sure realize suicidal stress working
Stop_Stigma, youre bipolar def dont take antidepressants
Stop_Stigma, since hit head concussion audio hallucinationsno suicide thoughts hope dream knocked
Stop_Stigma, trying read real books read one emdrnot good seemingly good one dbt amp bpd looking around
Stop_Stigma, pretty good stuff book suggestions dealing someone bpdwhy bpd relationships
Stop_Stigma, im similar suicide kids took bday least littl
Annnaaa6767, negative people get pissed things say personal attack dont mean wrecked anxiety
Annnaaa6767, started therapy yesterday psychologist tell works lot doctors shame lot
Annnaaa6767, levels anxiety rise realise dont blades really quite something
Annnaaa6767, feel sick anxiety
Annnaaa6767, day depressed shower
Annnaaa6767, hi literally need good meds therapy plz
Annnaaa6767, yea stress
Annnaaa6767, whats point drugs dont work psychology doesnt work nothing works
Annnaaa6767, back paroxetine depression goooodddd
Annnaaa6767, avoided getting diagnosis years got depression sigh mixed feelings
Annnaaa6767, feel depression creeping went hard
Annnaaa6767, summary side twitter fags depression gws pro bread
Annnaaa6767, mum thinks get migraines surprise bitch depression
fairylandgf, fans air around vigorously leave alone depression im glad youre us ari
authenticitae, abbie stop asuming bts notice impossible fisherman diving deep ocean
jeyslavs, lord pasayloa jud kog maayo ug ikaw na ang bhala nya lord please take away pain depression anxiety
jeyslavs, anxiety depression slowly eating
jeyslavs, depression like battlefield either win die fighting
jeyslavs, addicted depression
Godly_rosey, yoga morning going work realses stress actually stressing later
MagicoAeman, learnt far happy satisfied whatever want depression taught
_Instaart_, liked video berlin tag amp nacht trennung und mega stress und omg geheidert
_Instaart_, 34 feeling itch cant scratch dark cloud shrouding anxiety depression
Chicky_Jimin, case dont know gonna tell love park jimin heart bts
Chicky_Jimin, watching bts performance mma2018 nth time lost count aldy performance bop
Chicky_Jimin, talent shining bright face love one talented man jimin bts
Chicky_Jimin, love hunn youre epitome happiness congratulations legends mma2018 bts
Chicky_Jimin, bunch love life one frame yes love life mma2018 bts
Chicky_Jimin, melon music awards 2018 bts top 10 artist melon best rap hiphop award kakao hot star award
Chicky_Jimin, jimin crying speech omg crying mma2018 bts jimin
Chicky_Jimin, tae say purple yeh baby like fuckkk heart stop beat moment mma2018 bts taehyung
Chicky_Jimin, tae red hair joon purple hair omgg look hella fine mma2018 bts
Chicky_Jimin, jimin look cute fuckkkk mma2018 bts
Chicky_Jimin, believe gonna put bts last make sure engagement viewers
Chicky_Jimin, practically bts concert wbk gonna get full 18 minutes bts concert mma bts
Chicky_Jimin, goodnight angel love baby jimin bts
Chicky_Jimin, guys looking foward new song mybe gonna drop hint omg shakingggg bts
Chicky_Jimin, never thought picture jimin sitting imaginary chair needed today mamavote bts
Chicky_Jimin, freakinggg sobbinggg 4oclock rm bts
Chicky_Jimin, okay time park fucking jimin try kill voice damn bts
Chicky_Jimin, fuckk kim taehyung beyond sexy ohmygoddd bts
Chicky_Jimin, guys jimin literally drop song minutes seconds day freak bts
Chicky_Jimin, go baby boy missed much hun borahae bts
Chicky_Jimin, aaa2018 stand army army army stated namjoon bet next year line would bts army
Chicky_Jimin, waiting boys tweet sumn bts aaa2018
Chicky_Jimin, naa malaysia bts
Chicky_Jimin, wow live end 15m people stream bts effect would say aaa2018 bts
Chicky_Jimin, asia artist awards 2018 bts plaque appreciation spreading korean culture globally popularit
Chicky_Jimin, daesang goes bts aaa2018
Chicky_Jimin, bts panting end performance look hella hot hell aaa2018 bts
Chicky_Jimin, bts snapped fake love aaa2018 bts
Chicky_Jimin, bts winning second award todayyy aaa2018 bts
Chicky_Jimin, bts win plaque appreciation spreading korean culture globally 2018 asia artist awards tell
Chicky_Jimin, kings arrived knee everyone aaa2018 bts
Chicky_Jimin, countdown aaa red carpet maigooodddd cant wait see bts
Chicky_Jimin, hope bts together thru thin thick sad happy storm raindbow bts
Chicky_Jimin, cant wait birthday bts epiphany thank
Chicky_Jimin, love yoonjin fisherman mamavote bts
Chicky_Jimin, oh lord love seven dorks much bts
Chicky_Jimin, park jimin tq bb bts
Chicky_Jimin, come face bangtan exposing cutie little butt bts yeontan
Chicky_Jimin, thank bb bts
Chicky_Jimin, hoseok cracking back go three crackheads one video stan bts
Chicky_Jimin, park jimin shiii bts
Chicky_Jimin, baby dont know miss much hurt im glad youre miss love honeyyy bts
Chicky_Jimin, mum love much hurt jimin mamavote bts
Chicky_Jimin, streaming lotte duty free bts mv youre beautiful body roll tho bts
Chicky_Jimin, miss much park jimin goodnight light moon mamavote burnthestagethemovie bts
Chicky_Jimin, whoever never seen fairy angel presenting jimin mamavote bts
Chicky_Jimin, smooth like snakeee jimin bts
Chicky_Jimin, goodluck ur research psychology always got attention
Chicky_Jimin, duality finest jimin mamavote bts
Chicky_Jimin, aigooo much visual one screen mamavote bts
Chicky_Jimin, blood sweat tears era bitch end discussion thank next jimin mamavote bts
Chicky_Jimin, miss bangtan much negativity rising need bts content clean
Chicky_Jimin, um oh well wake stare consider dying every single morning bts
Chicky_Jimin, woke morning bang pd scandal like yo hitman bang bts
Chicky_Jimin, burnthestagethemovie great complete laugh love tears bts thank
takemyheartcth, im depressed feel physically sick
takemyheartcth, im even person anymore im stress sadness
takemyheartcth, anyone else find crazy fucking depressed even family notices
sarrssy, ill honest even getting help everything get depression control theres still
sarrssy, hate maself social anxiety
PeterJev, default fit card transactions dey even stress much
PeterJev, na survey dey take someone commits suicide entire tl go dey shout talk someone
PeterJev, im depressed evening anyone could talk
BethWells1397, mental illness horrific depression anxiety ive suicidal absolutely
BethWells1397, let anxiety rule life today
BethWells1397, actually hate anxiety fuck please
LalaLaaaaaaans, maypa ang mga requirements ginagukod ta aaawww hahahahahahaha stress na pero dapat mamao gihapon ang nawng oy
MrsLJesusFreak, oh much common also delivered sexual sin depression alcoholism amp
MrsLJesusFreak, much stigma female alcoholic male typical double standard ashamed alcohol
GodsBurnerAcct, lsu football depression therapy fuckin scrubs love yall
ZachRuningWolf, occupy2decolonizerunningwolf elected mayor tolerate spousal abuse let alone 40 accepted
ZachRuningWolf, occupy2decolonizewwwrunningwolforg elected mayor blessing see legged yrs ago bpd shot amp killed
ArbyHotdog, like understand need therapy therapy first step physically tr
georges852, definitely doesnt make anxiety go hoping respond soon
_whytell_, kind trauma person go order decide become christmas music artist
_whytell_, whole generation wants die havent heard good suicide cult dont know long theres
_whytell_, expectations assumptions however detrimental mental wellbeing absolute pr
cg_curtis, became salt wounds reminding pain consumes suicide bloom growing asphalt
cg_curtis, became salt wounds reminding pain consumes suicide bloom growing asphalt
cg_curtis, became salt wounds reminding pain consumes suicide bloom growing asphalt
cg_curtis, also friend moe yesterday asked whats difference committing suicide said mo
cg_curtis, also friend moshe feinstat yesterday asked whats difference committing suicide sai
cg_curtis, also friend moe yesterday asked whats difference committing suicide said mo
cg_curtis, pray hit water suicide spotter im coming like fly swatter colder th
cg_curtis, hide behind phony pride disillusions survive destitution waiting suicide
cg_curtis, dont worry happy im getting closer suicide conclusion
cg_curtis, dont worry happy im getting closer suicide conclusion
hautepop, emotional labour getting rts thread emotional labour imagine handle anxiety
Lucygoosy15, somehow come across account ignore depressing posts feel like would help relieve stress
Lucygoosy15, dude article bts still dont get ment
Lucygoosy15, group gets special treatment youre acting like bts gro
Lucygoosy15, yea lets bring groups order make bts look better groups
puritangoth3327, think im bipolar
puritangoth3327, im suffering feel unconventionally bipolar end life im sorry peers
puritangoth3327, suicide embarrassing anyways
puritangoth3327, 1000 adult patients receiving lamictal adjunctive therapy prospectively followed cohort 1983 pedi
puritangoth3327, ive therapy epilepsy 03 per 1000 adults adjunctive therapy epilepsy clinical trials
puritangoth3327, funny much suicidal talking someone suicide prevention
gregfahlgren, adhd depressed meds help focus better work longer issues late
chelseychante, im depressed af push thru work everyday
kristin_bambam, certainly told least 80 recent yesterday people depression
murray710, mental depressed suicidal thought knows dont want talk
Tasia9314, thanks input christian amp joke suicide note either requ
RachelELA15, behavior turns medically documented impulse control issues adhd med dosage hasnt working 23
savagexrebel, thats gonna except im concertgoer bc wasnt allowed go growing anxiety
savagexrebel, yeah yall wouldnt wanna see go depressed relentless ruthless heartl
savagexrebel, chronic depression since
savagexrebel, therapy useless
savagexrebel, depressed cant even bear thought three hour shift dont wanna work
savagexrebel, im depressed miserable cant focus consumes thats
savagexrebel, fall deeper depression isnt going positive outcome
savagexrebel, dont believe faith im depressed numb idc anything anymore
savagexrebel, im depressed getting dolled naturally hair absolute trash frizzy dis
savagexrebel, therapy useless
savagexrebel, level depression despair dont think ill receptive help anytime soon las
savagexrebel, supposed blame high levels stress fact healed yet
savagexrebel, shes great concept therapy thats fucking useless
savagexrebel, sure wish simple chronic depression depressed 22 years straight
savagexrebel, depressed
BitterSDFan, looks like stress anger lack rest got sick
BitterSDFan, person social media real life unfortanatelyso psychotic angry depressed bitch
ionajaneX, key holder literally sends anxiety overdrive locked shop put money sa
ice_prizma, addiction disease epidemic
ice_prizma, mentalhealth matters
ice_prizma, ive lost two friends suicide last years miss much pain may ended
ice_prizma, suicideprevention worldsuicidepreventionday
ice_prizma, ive lost two friends last years suicide pain ends transferred
ice_prizma, suicideprevention
ice_prizma, fall addiction psl
ice_prizma, addiction narcotics opioidepidemic
Dictator_Fleki, last couple years deal rather deep depression might know last months feels
Dictator_Fleki, sexy forever depressed lets guess name xd
AzeemOthman, nowhat disrespectful choice publicly suicide isnt spectacle make
CastleofGlass89, seasonal depression affects time cold darkness feel ho
CastleofGlass89, tho agree never publishing method suicide invisibilizing suicide altogeth
CastleofGlass89, anxiety really feel like walls closing music come ive felt way
hxnnxhr98, anxiety levels roof morning im determined
hxnnxhr98, done pages psychology work today doesnt sound like lot lot motivation levels practically non existent atm
hxnnxhr98, leadley making psychology work slightly bearable
hxnnxhr98, anxiety however entirely different story cant everything gotta keep going reminding
hxnnxhr98, best way dealing anxiety attack askdodie
hxnnxhr98, anxiety fuck walk town meet sister go meeting shouldnt tha
reenah45, haih literally broke still manage use fucking money coffee yalls addiction
MomoHearts77, going create account bts pics dont know tumblr insta tw
MomoHearts77, another saga yoongi awardsmma2018 btw comgrats bts winning artist years
MomoHearts77, bts sexy lit opening idol showed traditional korean culture beautifulbtsatmma mma2018
MomoHearts77, fudge bts change costumes fast like btsatmma mma2018
MomoHearts77, army getting blessed tonight red hair tae solos members jhope jungkook collab 30 mins bts
MomoHearts77, anyone ever thought army sometimes treats bts like straight global political pimps like
TafrhistY, personnally really love songs sometimesi found self hardships found depression
NorciaVincent, bad cut depressed suicidal
safanta92, sebulanan ada kali trauma pokoknya kalau yang jaga adalah si pelaku saya lebih memilih jalan lagi mutermuter sem
safanta92, okay rehatsejenak saya baru ingat rasa dilecehkan secara seksual itu membuat trauma yang sangat dalam apalagi
safanta92, untuk tidur hahaha anxiety pasti ngebuat ngga bisa tidur jadi minum obat utk tidur jika kr
safanta92, luka batin mungkin kurang tepat tapi stigma kalian diberi kemudahan sehingga tidak mengalami susah
suicidal_krupux, soon going need license suicide
ehornswoggle, im saying recently plummeted seventh circle severely depressed hell also havent se
RumiCat99, abuse always purposeful professors example might assign course wor
RumiCat99, true reminder also people harm ocd reflect much
RumiCat99, suicide tough events without knowing get support andmetimes mental illness
parkminrin98, im new twitter im excited kpop bts got7 exo seventeen day6 bigbang nct shinee ikon winner
parkminrin98, hey yah fact im multifandom kpop bts got7 exo seventeen day6 bigbang nct shinee ikon winner
maximoffstyIes, like prof im lazy assignments quizzes give extremely bad anxiety
maximoffstyIes, sometimes think well could performed academically school wasnt anxiety
maximoffstyIes, offence college gives much anxiety im ready drop
LamentMyIcarus, abuse youre afraid recording often youre told hilarious go ahead
midnightdemon2, happened spsm went break never returned
midnightdemon2, swear cancel another therapy appt hyponatremia siadh thing going happ
midnightdemon2, feeling depressed right hate feeling low foot going berserk nothing
Ramadhern, 2014 demise robin williams suicide us media houses highly publicised study showed
Ramadhern, suicide contagion concept suggests person may acquire suicidal thoughts direct exposure indirect exposure
Ramadhern, suicide contagion phenomenon discovered day learnt conducting research
Ramadhern, sure familiar guidelines reporting suicide anyway conform even
ThruDangrsUntld, yall ever sleep get depressed moments
witchingstar, okay depressed part thought wouldnt able make good friends go die ditch beca
witchingstar, anxiety feel palpable cos wow 700 lot money fuck
witchingstar, rough therapy session yelled lot want scream void
witchingstar, 330 anxiety
witchingstar, im trouble buying planner anxious future depressed work
witchingstar, less week ago tried kill thought would die world keeps turning depression
witchingstar, wish addictions self harm eating alcoholism workaholism werent coming play much
witchingstar, therapy sucked today ugh hard curl cry
witchingstar, really bad anxiety sudden part really wants self harm
witchingstar, feel really depressed right sucks wish werent alone
witchingstar, today work bad anxiety attack beeb another coworker mine gave big cuddly hug
witchingstar, nothing change even fail commit suicide nothing change
witchingstar, hate options suicide hospitalization
witchingstar, anxiety unbelievably bad today want die cant escape feeling whole life crumbling
witchingstar, today read aunt joys health journal wrote trying understand source anxiety attac
witchingstar, started bad anxiety attack work thank goodness got go break right afterwards
witchingstar, 1318993 im still anxiety dunno much
witchingstar, trying yet another anxiety attack morning ugh
witchingstar, keep thinking suicide date actually improving enough attempt suicide
witchingstar, buh depression anxiety period grandmas declining health school work feel exhausted apathetic
witchingstar, anxiety turning anxiety
witchingstar, know thats depressed say everyone struggling makes feel like
witchingstar, im bad person snapped dog today snapped mom depressed overwhelmed months
briandecker902, im depressed teenager nothings wrong diffrent anyone else earth im suicidal
Ersych, choose live world get respected respecting others wellbeing respect
Ersych, someone come caring depressed please thank bring ingredients make chocochip cookies
spidrmami, okay ptsd panic attack thing last night confirmed never date someone drinkssmokes regularly ever
spidrmami, hello yes someone abused heroin addict months pls lemme start saying ptsd top
spidrmami, im getting anxiety
parkerrr_k, praying get trauma
eagle_dahyun__, keeps talking suicide actually triggering im gonna tip teeth
eagle_dahyun__, gonto twitter therapy havent seen therapist feel yucky
hxnjxsxngg, ugh feel like going lowkey throwup feel hella dizzy depressed yay
Beckie08, hope get tell téa one day much done depression evil thing ha
Beckie08, suffering depression feeling suicidal something im proud im
Beckie08, anxiety keep knocking
LindfordHedgies, brilliant fact last nights episode like therapy session
DepressedWBlack, feel people say allllll time suicide attempt survivor like yeah thats daily struggle
DepressedWBlack, also family suicide attempt survivor take im dead jokes problematic
DepressedWBlack, moving pit hell lol yet im surprised every single time get depressed smh
DepressedWBlack, adrenaline masks anxiety know youll eventually feel everything slow
DepressedWBlack, ill probably pay anxiety tomorrow yolo
DepressedWBlack, fact gotta pay front therapy dont even know goodsmh
DepressedWBlack, sounds messed talkspace didnt even want work since severe depression
DepressedWBlack, goes difficult season depression overspends things selfcare
DepressedWBlack, anxiety like
DepressedWBlack, goes day without depressed plans depressionfree rest life
DepressedWBlack, omg wish therapy teenager stigma real back lot us lack
DepressedWBlack, therapy bills proportional trash father
DepressedWBlack, need lowcost therapy includes dbt cbt even innovative approaches like emdr need effective th
DepressedWBlack, person bpd traits low cost talk therapy essentially talking suicidal hour
DepressedWBlack, bad therapy worse harm therapy sometimes think need explicit de
DepressedWBlack, love black ppl start late cuz lessens anxiety im shook like
DepressedWBlack, would like add let us complain expensive therapy lot lowcost options truhas
Alexnyc24Seven, mind control project soul catcher todays mk ultra monarch programming trauma based httptco7wuxufc9hh via
makeitren_, therapist made admit hospital going attempt suicide although im glad
CarolynCNowak, hot damn got therapy tomorrow thank lord
CarolynCNowak, would depressed person
CarolynCNowak, maybe greatest generation also undiagnosed ptsd kids fucking twats
caraghpoh, sometimes think im getting depressed realize need clean filthy glasses
HeeeyGK, stress anxiety unnecessary worry everything thats pulling back need sen
ofanobody, times dont want get well mentalhealthawareness
ofanobody, responding well treatment getting suicidal feelings talking therapy increased meds psychiat
ofanobody, planning suicide difference euthanasia suicide
ofanobody, suicideprevention suicideloss suicideawareness
ofanobody, suicideprevention mentalhealth selfcareweek nhs
ofanobody, medication incresed feeling numb mentalhealthawareness dyslexia depression suicideawareness
heavymisery, ok finally understand im suicidal depressed wanna die
heavymisery, lowkey wanna cry lowkey wanna commit suicide
heavymisery, im still depressed mom
heavymisery, one time school made take psychological test got mild depression guidance counselor said really
heavymisery, seems like depression kicking time whip depression food
heavymisery, depression vibes
pineapplebiggs, hate stigma around bi girls straight gals need hug cuddle ill right doesnt
pineapplebiggs, best friend hasnt talked week punishment worst type stress anyone could honestly ripping apart
pineapplebiggs, feelin sick anxiety worryin ppl bein sick loophole emetaphobia
pineapplebiggs, somethin always hate passion ppl say theyre depressed upset ppl say
fragilestardust, started smoking bc mom thought stress relieving got hook
fragilestardust, probably suffers depressive disorder like feel depressed
fadingxwxy, body slowly shutting dumb eating disorder overwhelming anxiety none
cantstalkmenow, cant stress enough need cute girl come fuck right
cantstalkmenow, moving another country top depressed suicidal kinda much kinda pulling apart
ndinimz, well ill depressed suicidal really strong still jus
ndinimz, whinny kid klu first year tu xyah nak buat stress tension sgt lah bknnya ada report present powe
blondedjosie, feeling depressed please marry sure compliment call help
blondedjosie, ugghhhhhh anxiety lole
edwinragas_, suicide heavy mind happens im sorry
edwinragas_, wonder parents would say told cry every night really bad anxiety many ins
edwinragas_, suicide sometimes answer actually
edwinragas_, suicide note already written time people care itll late
edwinragas_, depression battle wanting alone wanting alone
edwinragas_, kingina ngayon lang ako nagsalita ulit pero pagtawanan niyo ako dahil sa depression ko tingin niyo nakakatuwa kingina
edwinragas_, fuck call someone edgy venting suicidal depressed youre funny making fun someon
yyslovebot, conditional depression isstupid bc best night life suddenly something tiny
yyslovebot, cant fucking talk people go college go therapy want die
yyslovebot, hear parents talking depressed im wall away lmaooooooo
yyslovebot, im fucking sad guess depression dont go away ur holiday lmao
yyslovebot, oh god im sad ive gotta wait till sunday chloe therapy session lmao hurts much really hang long
wanderingsameer, read news says 20 women divorced husbands due addiction pubg lmao
AuthorDanJones, reluctantly selfemployed following becoming depressed amp suicidal last job undiagno
AuthorDanJones, latest healing sleep meditation reduce stress healing meditation
AuthorDanJones, mentalhealth story autistic individual actuallyautistic
AuthorDanJones, part 44 conversation mirroringhands hypnosis mindbody therapy counselling
AuthorDanJones, part 34 conversation mirroringhands hypnosis mindbody therapy counselling
xceeceee, always get depressed happiest days year dont get
crystalteared, god reading makes mad grades never important wellbeing im sorry parents dont see
crystalteared, swear cry movie im gonna cancel bts hate crying infront people
crystalteared, especially bts freaking campaign anti violence dont think would pr
yoshisunwoo, tune week see schizophrenic mom go really big store depressed anxious child
GinaFatale, whole son living help heartless person care wellbeing ch
Killarybanks, basically told depressed amp feeling suicidal wish support system like others
Hulkindex, car dumb accelerating sometimes oh boy giving anxiety
__BRAT_, please dont propose public social anxiety disorder cant take
magskathryn, love im literally anxiety attack bus im trying breakdown front everyone
raawwr_xD, wish didnt panic attacks wish didnt depression wish didnt suicidal thoughts
raawwr_xD, im genderless friendless meaningless trashy emo lonely depressed band obsessed anxiet
raawwr_xD, anxietys killing depression making kill
raawwr_xD, hi need friends im lonely social anxiety im emo im trash im depresssd im band obssesed please
raawwr_xD, mcr comes publicbut remeber social anxiety
raawwr_xD, blood red tears blue depression anxiety
raawwr_xD, blood red tears blue depression anxiety
raawwr_xD, first realize depressed try something self harmect works
raawwr_xD, 246 cures depression
raawwr_xD, great im another anxiety attack hewp
raawwr_xD, im starting feel less alone feels good knowing people care still anxiety de
fortgalahad, scene reminded egil hes also gay depressed dramatic flies mech
fortgalahad, shout every person witnessed public abuse walked away like wow good thing thats
SJSior, suicidal depression created mental fantasy distract mind could fall asleep fant
SJSior, 34k reached nanowrimo18 track get lot today trying engage full anxiety breakdown
TheBigCahoona, damn giving anxiety attack
TheBigCahoona, considering ive suffered serious chronic depression entire 54 years planet
elliebun_, well depression exists
connertroi__, dont want ever leader honestly anxiety would ruin everything try open men
connertroi__, ya maybe bc ive depressed suicidal past im actually happy dam
_smiley_face_32, literally mood day headaches post concert depression still action good comb
kinobff, dont like bts
kinobff, havent active ive busy dealing high levels stress anxiety im movin
harveycullen15, im also coz im depressed running helps
harveycullen15, might make private account depressed lil bitch
SAIK0M, bts korean concept representing country beautiful way groups lat
SAIK0M, saw bts also dude embarrassing call fa
txhippie52, struggled extreme anxiety currently housebound major depression suicidal idea
ehiwannadie, depression im bipolar since yrs old ive diagnosed peop
ehiwannadie, dont need therapist tell im depressed think pretty fucking clear im depressed
